D1,D2,MW,ZN
-211.8837993,118.8785549,885.5689,2
-276.7263756,156.7458988,906.6395,2
-326.9285071,86.01719934,905.7831,2
-242.4379949,4.800337292,883.513,2
-138.4670945,-1.209128056,851.3933,2
-146.7696525,-13.46949368,857.5601,2
-163.5173292,21.85727463,851.0505,2
-140.6897026,10.37690626,853.2775,2
-139.0887335,15.81164655,855.3329,2
-167.4044081,32.03261953,860.9863,2
-208.8480814,54.54523335,868.1811,2
-297.9930137,52.66658987,880.6865,2
-272.6318195,32.57667385,879.4874,2
-277.9251373,67.92768387,882.2284,2
-281.2955648,52.40964779,882.9994,2
-339.0404886,79.08156712,894.4768,2
-418.1581742,52.39027655,911.9501,2
-374.9924734,-0.009442985,902.6995,2
-236.0791664,41.74997308,881.8856,2
-233.1096618,46.31978919,873.3205,2
-163.8750263,105.239031,872.0356,2
-268.745457,106.240968,897.6461,2
-281.0114818,48.71917525,895.1619,2
-277.028345,12.2356646,879.4018,2
-214.7795396,49.27619556,871.8644,2
-233.7149458,39.10407365,872.0355,2
-226.2977802,4.109137747,865.6971,2
-204.0999991,7.770686456,862.3569,2
-133.3378884,0.357001338,852.5065,2
-171.1926075,68.02030045,860.7294,2
-190.8220202,46.29739871,865.6972,2
-171.2241398,46.18718737,863.2988,2
-183.859268,29.35256305,861.072,2
-232.1335304,31.01781848,866.2111,2
-371.7996178,26.44778001,890.1942,2
-351.4007201,-44.58189712,882.7424,2
-207.7791986,10.08790944,870.2369,2
-194.7328689,21.55905328,853.7058,2
-185.5785006,89.87694019,865.6973,2
-169.5045063,81.55342818,876.0612,2
-173.5676148,77.52438822,874.862,2
-194.0467694,60.49561873,877.86,2
-226.6043336,67.74328809,885.1406,2
-219.4585535,56.55751375,892.5925,2
-207.1780921,42.26512678,895.2475,2
-226.4323057,50.17878726,893.449,2
-186.8135903,22.19886988,889.6801,2
-147.8065602,28.8153586,879.8299,2
-280.1427072,47.68092494,884.4553,2
-300.0556812,-46.51060037,895.1621,2
-248.2604656,-37.99541635,896.0186,2
-234.7299531,22.07734297,890.2798,2
-365.199595,14.17349823,907.8387,2
-369.4048719,-8.410498413,909.8088,2
-346.2571694,16.0804843,909.8943,2
-365.4003719,27.02350247,901.5859,2
-339.9912329,6.660495185,890.6223,2
-323.9808627,16.65522033,892.7638,2
-303.2548224,0.900937961,887.7958,2
-237.5825847,-17.033072,878.2027,2
-253.868577,25.73168772,884.8836,2
-260.6357215,0.725243357,880.4296,2
-211.4614775,-19.25809366,868.6096,2
-237.7931708,22.00745952,879.2305,2
-183.1563801,-17.66609312,868.8662,2
-163.9718507,2.089058206,867.8384,2
-183.4784377,-2.017433979,864.9264,2
-184.1410719,16.37627271,860.044,2
-197.7102929,-2.002030236,862.7849,2
-148.1590308,30.51819714,860.0441,2
-154.5362198,25.95488625,858.2453,2
-282.6766948,52.71452519,887.0248,2
-278.7406177,19.97703064,894.4767,2
-225.783109,-11.77612688,897.5603,2
-247.8641421,-29.32452166,906.04,2
-218.7358135,21.21449369,891.1363,2
-157.3653716,30.12581392,872.2069,2
-139.9699553,21.99799192,849.68,2
-156.8850742,40.25583342,853.4488,2
-190.8755939,33.62094473,861.3289,2
-194.3015486,10.27665895,860.8149,2
-180.8798645,12.61689857,858.5879,2
-140.457712,1.232249536,853.5344,2
-178.6036763,64.28289947,855.4188,2
-185.1154652,31.4601285,858.0741,2
-316.6109744,55.10433073,881.7145,2
-306.6699259,-1.57035537,880.8578,2
-253.0082338,6.996883229,881.1149,2
-174.3116278,-29.33155595,864.0698,2
-142.5726918,3.757988158,854.4766,2
-150.0452033,31.78160225,851.3074,2
-152.1984943,23.93481407,862.0142,2
-203.2448138,75.48497642,861.2433,2
-201.2486912,47.41272289,870.5794,2
-157.4051658,26.44926522,849.4231,2
-205.6197089,22.13145451,862.6136,2
-210.7628193,1.261010058,863.8129,2
-196.6599024,4.53964773,853.877,2
-167.2591231,25.81221259,850.1083,2
-153.347498,15.08021826,850.6222,2
-151.4383708,15.29067816,852.6778,2
-154.3718553,9.846188902,853.7914,2
-154.9987168,8.672874425,851.7356,2
-179.5001796,28.69354809,854.134,2
-223.1174494,38.04070274,862.2711,2
-263.70728,17.03430209,869.4659,2
-244.9923711,3.28574035,876.0613,2
-255.5861315,-1.203328892,882.1427,2
-307.2840185,-2.96059679,882.3996,2
-288.136892,23.00210392,875.2904,2
-270.0655752,27.71019363,875.6331,2
-286.6907391,32.05477916,873.4061,2
-316.5913335,44.27708571,881.2006,2
-325.5422702,15.36587166,881.8001,2
-281.7577411,6.203233246,873.406,2
-269.0246623,18.52807241,874.2626,2
-315.3239665,27.44598624,880.6009,2
-461.9157347,37.20653117,905.0978,2
-496.7616731,-23.40710614,909.6374,2
-470.3246607,30.14983718,909.466,2
-440.329309,36.93873316,909.5517,2
-286.116707,-194.4504828,904.8408,2
-394.7847218,-27.57544902,892.1641,2
-269.2630543,15.95391556,879.7443,2
-197.0270194,42.12206481,867.8384,2
-166.2214121,4.40551735,856.4466,2
-142.7518354,66.78661188,859.3587,2
-148.9595488,78.93973863,866.2969,2
-170.9888515,68.14173252,869.98,2
-170.2245635,70.72649285,869.8086,2
-163.7168385,85.68630024,869.8086,2
-157.9969936,71.07840812,864.0697,2
-177.7162136,60.96933475,866.8964,2
-163.5461178,68.21454998,865.9542,2
-267.2722634,104.6839959,889.4231,2
-235.6129698,62.04859245,894.2198,2
-190.4709826,62.45218163,887.6244,2
-207.5548685,52.64661321,885.483,2
-178.6867332,-13.97560296,888.2241,2
-135.8076269,21.54309181,873.1491,2
-136.7374438,7.875449318,877.0891,2
-178.9509905,12.52372258,882.9136,2
-167.5448368,12.23367512,877.1748,2
-192.5788636,41.35180452,880.4297,2
-252.4866769,16.45641399,886.0828,2
-180.7182252,-2.526324562,876.7466,2
-139.3419135,8.906965521,874.7765,2
-164.3450203,7.986540625,874.2626,2
-228.3925602,14.68282593,880.6864,2
-252.3805458,26.39616184,883.5131,2
-430.2979735,74.89922,915.2048,2
-569.1846196,53.5178686,949.2092,2
-610.1296298,51.42860222,960.3441,2
-667.3887356,42.79462696,971.3076,2
-684.6652515,9.878058556,969.509,2
-662.3125173,4.618152393,965.9114,2
-620.3873594,-7.549201393,959.2307,2
-616.3944725,39.56591338,958.5456,2
-611.1342673,38.85991538,955.8901,2
-580.147449,3.879236452,949.6374,2
-662.8960845,68.36827841,968.4812,2
-654.2749722,-26.23927406,951.1794,2
-606.9152668,20.90676548,943.9843,2
-592.9992915,26.69229853,942.6139,2
-575.0776365,34.7828364,944.9265,2
-565.1396993,3.25723136,942.5283,2
-562.250283,3.84249629,942.0999,2
-554.7689028,29.97833561,937.5603,2
-515.043158,71.71764585,938.1599,2
-531.5900366,56.84156081,937.2177,2
-522.865336,39.16428672,930.3655,2
-520.3303936,56.31670423,931.3078,2
-508.8064617,46.5674844,930.9651,2
-505.0335487,49.97670959,933.6203,2
-502.6049883,47.75082173,932.3356,2
-496.46971,47.21127095,932.5068,2
-475.1470925,16.04464825,937.2177,2
-506.4580155,0.485558097,945.6973,2
-452.1598938,15.53827186,926.9394,2
-439.908008,63.96798647,927.4533,2
-499.8388358,84.65877927,931.479,2
-597.9424804,88.59040575,951.3505,2
-619.6561479,53.93228818,955.9756,2
-607.9005663,51.20843599,958.8024,2
-584.103912,72.75847809,963.6846,2
-600.0281261,89.49301087,966.5111,2
-623.5600183,67.03732931,962.2286,2
-598.4604407,44.14407748,960.4298,2
-541.6134704,31.23536464,957.5176,2
-504.0536024,90.29909136,958.6311,2
-543.2147717,103.2644117,961.3719,2
-539.9922819,56.09447213,953.0636,2
-552.4418692,103.5765549,958.2028,2
-554.727552,98.93017164,965.2264,2
-570.2738918,81.75869337,960.4298,2
-530.488442,51.80744463,951.5218,2
-486.5280788,59.49442859,940.9008,2
-394.0409946,65.31468099,923.4277,2
-188.3602407,87.41304956,875.7187,2
-213.6998702,81.32792247,877.9457,2
-315.1023092,55.07573165,892.5066,2
-281.3045174,20.45681346,882.2281,2
-274.552164,36.01751747,884.5409,2
-318.5793861,12.23991444,880.0015,2
-337.8123796,26.60577399,886.1684,2
-267.9651484,-19.16890901,887.5387,2
-226.8781724,95.29709513,889.5946,2
-286.4958981,66.0745542,897.9886,2
-320.1396905,101.1111491,906.2969,2
-370.2690412,78.87034025,906.9823,2
-504.7035944,50.54033996,924.6265,2
-519.7271508,25.77350665,928.5669,2
-493.0035904,-0.364976216,921.4576,2
-388.1858922,60.86194738,910.4083,2
-209.9499609,74.11691612,868.0956,2
-320.9002164,42.03199954,888.738,2
-154.4290727,24.06329109,862.3567,2
-139.2779675,56.21247679,848.0528,2
-202.2516196,19.62450216,857.9028,2
-294.3763769,64.18054483,874.691,2
-370.8321349,20.03616736,886.8535,2
-423.0304651,43.23801962,902.8707,2
-509.4239498,17.41835268,916.4895,2
-483.809236,-2.244952503,914.0057,2
-407.8118624,-28.78730301,900.0443,2
-403.0902452,58.63398761,908.0957,2
-504.7407332,30.12668625,918.6309,2
-550.7066518,22.91903652,925.0548,2
-562.4353555,18.82561774,929.5945,2
-542.9311717,10.62292822,930.3654,2
-497.7573291,-15.72087839,915.5475,2
-461.6123387,49.11334225,913.663,2
-524.8718249,31.27538393,925.9114,2
-526.866857,11.52408841,923.1705,2
-448.6242735,17.47551608,914.4338,2
-401.6656485,28.73182288,906.2112,2
-396.220966,41.19387757,900.3869,2
-432.5640609,47.62900143,904.5839,2
-466.2391093,46.05568003,910.5795,2
-478.9979901,33.19857156,914.2625,2
-494.8897711,38.32527984,919.2306,2
-499.618391,6.496128641,915.1192,2
-485.725327,20.32778891,915.4619,2
-477.8018155,26.99196291,917.175,2
-545.3317269,49.97296872,928.9949,2
-561.7876513,7.832267043,928.3097,2
-491.111417,6.483787961,918.117,2
-417.5936167,29.70242612,911.4362,2
-386.3294046,20.33859951,904.07,2
-290.2748051,23.16176108,878.5452,2
-332.8170323,55.97529604,887.3677,2
-343.0300012,13.78348688,884.798,2
-278.5710216,30.19652927,881.8001,2
-263.0991758,40.48953813,884.0269,2
-254.8800643,25.41469571,875.8901,2
-212.6066282,61.29175602,871.6073,2
-211.5821656,55.69588396,869.3805,2
-233.0058245,51.56068556,872.0355,2
-163.9040685,50.01088849,865.1833,2
-233.0403549,69.50307354,873.8344,2
-291.9546501,81.94755874,886.9393,2
-352.8017607,66.11054728,899.5304,2
-350.6661061,75.12350968,899.102,2
-334.349595,66.50377765,902.5282,2
-329.7690692,68.60654613,899.1876,2
-280.0046595,44.5564939,891.7357,2
-260.4329945,53.75446445,891.993,2
-230.2214487,51.70335108,883.4276,2
-220.8516932,67.29655217,883.2562,2
-214.2590224,87.94946544,875.2047,2
-217.6123821,75.4338635,876.2328,2
-191.6541993,57.23287443,876.1469,2
-369.6523643,105.0121583,906.8108,2
-515.6281169,83.16769391,939.2734,2
-559.9182777,90.56459511,953.7489,2
-567.9502636,93.42264512,953.4919,2
-638.1953966,98.62449845,969.1663,2
-650.8845993,79.13211503,968.1385,2
-562.1212256,38.64609756,951.3504,2
-491.1038785,91.27432014,947.1535,2
-437.1946455,76.60264848,928.2241,2
-401.6341617,96.77958943,919.7446,2
-359.5948361,103.3628384,903.7842222,2
-265.5580111,100.8914129,892.8492,2
-262.4765083,85.41244174,886.1684,2
-256.1658849,77.00095358,882.057,2
-224.0268827,80.94390442,877.7743,2
-209.0015556,77.58557682,873.4061,2
-235.5672399,93.68262067,880.0868,2
-318.0816802,68.5277338,891.9928,2
