D1,D2,MW,ZN
254.5912713,53.04970461,750.151,0
18.31552625,36.85201847,813.6202,0
-16.46315286,13.99281312,830.8364,0
-110.1887576,9.741296873,847.6243,0
-104.9044265,17.24566698,841.1148,0
-126.227935,1.528630193,849.68,0
-113.3713291,-16.83115296,843.4273,0
-74.96281996,9.017653678,834.5195,0
-17.46725424,7.544248762,821.6715,0
9.456802755,-9.967362251,810.5365,0
179.3786225,-16.16228084,779.1876,0
326.3054071,96.25440828,759.0592,0
177.5686921,77.23636323,798.5451,0
126.4136908,83.202217,805.6543,0
81.2475202,59.63403701,809.5086,0
131.5020955,27.93198113,812.5067,0
168.5824039,-7.862340616,800.6865,0
120.2090063,-8.35396696,803.8556,0
140.8846817,14.92708189,798.9734,0
-132.7341088,43.37174981,841.3718,0
-71.3130995,26.14675846,841.7144,0
-114.477105,9.711431026,850.0227,0
-111.6071405,25.71925194,848.0527,0
-88.69976942,3.393808619,850.5366,0
-78.00758034,-1.566556109,846.768,0
17.94939017,-15.46999161,837.0891,0
69.70600068,-15.82376601,828.438,0
110.0153201,-27.55507449,822.8706,0
100.2666729,-19.70320488,821.6716,0
99.06994948,30.81817742,816.104,0
75.31037463,20.24486257,820.4724,0
79.27547425,27.30538692,823.1276,0
131.833462,25.51569998,813.7915,0
119.5465708,22.45011321,815.8471,0
103.7083419,9.872939582,822.1856,0
72.7744206,25.15622012,828.0955,0
45.51615616,43.79865856,828.2667,0
35.45181513,59.60724462,829.0378,0
19.66059679,51.11623328,831.693,0
-37.45867597,67.39974046,845.9114,0
-62.30769755,67.5038594,849.5087,0
-49.39548138,64.53226179,847.196,0
-10.50003938,73.0529844,837.9455,0
37.91872099,54.14951299,831.0934,0
-23.38741567,91.03919595,837.7744,0
2.61367315,76.9166592,835.8899,0
29.58885701,66.29166866,833.2348,0
1.492679263,76.27114416,837.4316,0
-3.212682813,71.96041127,840.0014,0
19.96640372,46.375849,833.4059,0
191.2612871,60.63437079,801.8002,0
151.5444757,51.23247489,808.738,0
87.36258196,53.21176053,819.5301,0
68.85036644,70.10320209,823.4702,0
120.8250629,57.06747303,815.5046,0
287.7454915,-103.5546018,806.511,0
198.287843,69.1702251,804.5411,0
122.4002226,83.71250329,813.3632,0
92.12811182,74.08005259,817.0463,0
78.41412039,70.16445503,817.7313,0
92.92604553,67.17658821,819.9584,0
78.80621124,57.21394335,823.5558,0
85.38339792,30.66646334,824.9263,0
28.62624943,54.66026631,833.3201,0
-6.979150751,80.23575866,839.7444,0
-42.51019258,60.25115753,843.2562,0
13.27206468,56.70188366,835.4618,0
56.75065595,42.19542373,827.5816,0
162.8064738,68.64117212,807.1104,0
171.7976694,49.68529438,805.6544,0
239.8049067,34.1613244,790.665,0
289.6175855,50.74152521,773.106,0
320.7530182,40.49786092,768.0526,0
263.0256673,68.60126892,778.8449,0
189.8872686,57.05920853,791.0932,0
167.7142667,60.12431739,796.0612,0
157.4616391,52.21879813,800.2583,0
173.3307982,62.24436039,797.8598,0
163.4301334,58.79242345,800.4295,0
67.18801112,63.87074742,812.9349,0
119.615887,53.44603517,808.5666,0
90.72485513,47.97988548,817.0843333,0
69.66884836,37.63094238,819.6158,0
93.58043114,61.22817831,818.5881,0
99.77832085,56.40190159,815.6757,0
103.6953929,67.04317225,811.8214,0
100.6929914,68.61361022,813.9629,0
119.9306861,40.4315454,808.9093,0
77.6384781,46.4076643,818.9306,0
124.4216165,40.52787739,815.3333,0
169.555814,34.81964171,806.9393,0
158.1105503,53.78841862,808.4809,0
149.9199161,51.63708391,811.1362,0
137.3451681,48.72824164,811.1362,0
146.5819172,44.87844541,810.6222,0
71.88774341,51.15558112,822.4423,0
107.5153474,55.75041677,819.0162,0
92.73985077,39.17532837,822.4424,0
48.85558295,64.95581549,828.7808,0
90.22591372,32.32026406,826.7251,0
141.6367876,13.98289357,817.8172,0
131.1404816,21.38799773,809.9371,0
47.57605043,55.10745758,821.9285,0
115.0579921,33.40969516,815.4189,0
80.80141797,22.41355306,827.6673,0
69.7978427,42.70068567,829.6372,0
98.00795124,54.11835804,820.044,0
74.36076524,43.99476678,822.5281,0
66.08673205,32.2023937,823.3846,0
123.7328077,28.20311816,816.3611,0
216.2491118,-9.987601355,810.451,0
217.1638294,13.13593122,809.8513,0
193.922318,35.41693752,809.937,0
208.0556096,17.83060126,808.6523,0
170.9681549,18.90635434,821.5859,0
29.98407748,30.33632814,838.7167,0
-5.409220607,74.61498044,760.6436,0
-46.47488551,55.10602398,855.8472,0
-45.84927106,54.19668749,860.7293,0
-16.90803997,60.10341395,857.1319,0
-2.862686987,74.20539212,847.0249,0
14.24035374,88.0727942,844.541,0
-40.90219074,76.64841199,847.1105,0
-2.748297023,83.45550702,844.7978,0
62.6591715,62.10114168,834.4338,0
91.72876654,51.43583498,830.237,0
40.52462983,72.32689278,832.2068,0
-101.8061526,107.0731732,851.3075,0
-79.07020583,-36.7405461,874.6908,0
-95.43027996,62.89655428,873.6629,0
-111.4267844,109.9761568,879.3161,0
-70.18765428,52.29241475,836.4895,0
-34.84564685,-137.4446867,869.2946,0
405.7689554,51.07217706,758.6307,1
602.9536362,199.8039905,733.1917,1
541.6890554,87.05806532,726.7675,1
503.2275154,104.9868894,734.7335,1
573.2607554,47.12626463,719.1446,1
652.0093293,48.60463804,699.1875,1
648.1987462,53.31368326,701.3287,1
721.6390138,22.02185717,680.5149,1
874.3162374,21.53136071,636.4892,1
745.0633322,16.84081828,660.5576,1
771.7981616,37.49310048,656.532,1
605.3053361,29.13264384,683.1701,1
545.0738762,-10.06184804,698.1594,1
504.8479709,3.255889112,703.5557,1
369.5645193,28.10921392,749.0375,1
369.1129356,46.4547439,758.0311,1
410.7052857,59.3927607,748.9519,1
533.9982407,103.9044865,735.4188,1
646.9444836,111.7009207,713.1488,1
678.9984696,103.7888649,700.3009,1
712.4648545,68.24618552,694.4764,1
714.5871537,113.1991556,687.196,1
747.3428247,105.4452317,679.0589,1
701.1423515,72.63022821,689.2515,1
746.6365129,102.5854401,682.3993,1
684.0728536,76.55328199,684.3694,1
664.2513615,29.65244595,689.3373,1
598.2595478,29.89115087,699.1873,1
606.05531,19.63116588,694.1338,1
648.6156448,-7.445819434,683.8554,1
742.2552316,-22.41426563,670.4935,1
861.4397989,-42.12187662,656.3605,1
809.6231617,-15.61747878,660.0436,1
812.2929469,8.161966289,654.3049,1
829.275023,4.911482655,650.879,1
803.52633,30.7890813,653.7056,1
774.443452,1.873317692,656.3605,1
813.7283331,22.86045009,650.0224,1
661.206072,54.63584154,671.864,1
479.2013038,14.987003,710.8363,1
385.2961326,10.1859696,773.3632,1
436.0480738,-12.16604229,759.8297,1
419.7537812,42.47101448,755.2903,1
448.9629773,67.93498447,739.3587,1
409.9074704,83.03305956,749.1232,1
443.184723,36.72772491,753.0632,1
442.821821,59.3384202,754.1767,1
447.0301765,36.33989397,762.9134,1
364.8229525,50.79477027,779.4446,1
399.5263916,118.1990113,786.725,1
428.7582862,149.3699523,779.3588,1
453.5720748,135.1796714,768.5665,1
508.0742081,159.4802504,757.3457,1
487.2777819,139.5223136,762.3136,1
513.951312,132.4008635,759.8296,1
515.4634035,148.7250395,752.6351,1
489.3819488,165.0133018,755.7185,1
516.4219981,151.6322553,748.5238,1
535.1402741,153.4138955,743.0416,1
532.4979397,144.7407626,741.2431,1
562.8204968,161.9616372,736.2753,1
568.1012963,134.5793693,734.2195,1
561.268227,137.4087419,732.5066,1
553.2205671,143.8318677,733.0204,1
596.1485404,97.15738178,724.6264,1
666.4860905,107.144907,717.2602,1
608.9777365,126.5698243,728.652,1
448.5317673,134.1506655,750.8362,1
603.7559952,22.09896008,706.3825,1
790.9126223,42.38807686,672.1209,1
675.4910932,6.324534308,678.0309,1
724.0394749,-27.61383682,661.6711,1
956.1196612,-8.396984236,619.7013,1
644.8958197,-1.278051291,668.2665,1
456.0748827,4.937603802,710.4079,1
403.5484605,124.3225697,750.3225,1
373.3125814,82.5768204,751.4359,1
380.8901315,64.9545958,745.6115,1
420.8233366,9.139042289,731.6499,1
446.6762197,0.31785414,723.7699,1
466.1003095,-0.729501082,715.8897,1
360.6570136,-25.79771785,723.5129,1
446.036092,-41.99958109,717.8597,1
403.7785159,-25.80128269,723.3416,1
382.7406457,0.328910633,735.5902,1
396.7871702,18.17109493,735.9327,1
392.9340826,5.637714008,777.817,1
488.962489,49.9848343,754.4336,1
461.6661338,167.4230322,763.9412,1
370.232781,159.7287683,783.6414,1
437.98885,-9.985408762,731.7356,1
461.0906612,6.940515385,725.1402,1
459.2553286,20.24077253,731.5643,1
453.9988052,41.49878782,729.8511,1
504.1829247,29.16098239,725.6543,1
638.2406946,28.36111038,699.4443,1
944.8577775,34.75139051,637.3456,1
904.6224492,66.07578229,638.8019,1
952.1421641,58.46117511,638.802,1
802.7227559,57.04969693,661.1574,1
769.1688841,33.40435513,672.3779,1
544.0208437,79.16242072,703.9838,1
369.9045857,13.12212929,764.6264,1
547.3961878,46.76933843,719.4873,1
674.0895291,63.76621893,690.1083,1
648.0269476,76.18966245,692.3351,1
627.9693938,58.19267749,701.1573,1
795.7683876,37.66497448,695.0759,1
706.4382651,38.00629151,696.6178,1
579.2910204,31.43480985,703.8128,1
575.7311657,14.0456205,703.2131,1
528.3903495,-6.40440732,708.7806,1
601.8453074,10.14483931,691.4787,1
595.3084073,-46.20366727,695.0761,1
581.9957004,-49.6454311,689.6798,1
624.3901267,-28.6032088,678.8019,1
622.6350771,-72.72134252,681.6285,1
655.8934595,-127.1502323,675.3759,1
828.0633045,-134.126762,645.0545,1
855.17262,-104.7614972,636.3179,1
830.8555432,-84.03560962,632.892,1
787.6399079,-43.45602839,633.9197,1
735.6728174,-70.72903486,647.9666667,1
724.3093456,-65.0154735,654.1336,1
574.6233838,-59.57293893,673.4912,1
534.1672321,-66.44493169,684.0267,1
557.3746438,-59.91484773,684.8834,1
429.9829168,-25.2943608,706.6393,1
413.5075727,-108.7532072,742.014,1
476.1017252,-111.9242844,732.8491,1
463.2914738,-46.10078649,717.1746,1
445.580847,-45.73452099,724.3695,1
980.7520227,12.10830741,631.6926,1
1043.279917,-14.72938511,610.0224,1
1099.194791,12.3581244,597.1743,1
975.5692331,42.79475326,611.3928,1
840.2574829,45.06398326,637.1745,1
774.3363998,26.19029268,653.9623,1
693.4495942,0.352222354,670.3223,1
807.1439774,3.050699142,651.0501,1
807.9287455,-36.37239577,654.0481,1
680.1893221,-26.64562602,673.834,1
591.7377275,2.62108341,688.9089,1
536.3813253,1.158954968,693.1917,1
539.1720665,-28.78599162,693.1915,1
507.0681968,-1.713781692,696.7034,1
565.0009273,-13.75748307,693.2772,1
591.9645805,-45.10414003,684.1981,1
674.2969541,-58.97523974,671.8638,1
700.1580825,-69.36380757,667.2385,1
711.7801747,-51.36873298,663.1273,1
746.8603521,-72.58330127,651.821,1
767.5244156,-69.33312898,648.909,1
761.9737783,-51.82959812,653.534,1
810.8206081,-42.31708695,642.3136,1
848.843531,-49.48423557,652.7632,1
818.8777379,-60.59773638,656.9603,1
751.5226834,-31.72542718,660.7291,1
680.424367,-9.74037506,666.2108,1
639.7711602,-3.351113929,682.1424,1
646.2154445,-23.22324999,681.5427,1
676.3057565,-22.56107512,678.2024,1
573.3024174,10.77480897,694.5623,1
480.8390168,-13.02515177,716.1466,1
535.8887154,-24.92246621,705.44,1
547.3480833,-18.15959018,700.4722,1
534.1638514,5.413147,708.1812,1
527.5633671,-15.14636386,704.5835,1
546.3001904,-8.240030381,705.3545,1
541.0173608,-14.52509367,704.9262,1
557.9488115,-10.86321613,704.6692,1
632.4520131,-30.60493154,687.7098,1
664.3261978,-3.225470867,682.3136,1
649.3378303,-10.22886374,680.8575,1
618.358325,-2.198272876,682.8276,1
569.4513565,10.65337427,692.0783,1
563.0258484,5.669567622,695.9327,1
489.0687589,19.14457757,706.7249,1
389.8949929,8.072176059,728.9946,1
423.8893615,-17.66550211,729.1658,1
381.5995518,18.4567292,735.6757,1
364.2271066,-9.883415082,738.4168,1
362.3921652,34.08205395,751.0077,1
400.8594079,57.58658583,745.8684,1
432.3422753,56.05851747,740.5579,1
474.5503864,78.82312904,734.2195,1
448.8562496,77.44173444,740.0439,1
451.226246,80.13454611,732.849,1
458.9732202,77.55028823,730.1939,1
493.9434667,19.09137154,732.7634,1
738.3326582,77.62345157,686.5963,1
938.5150905,82.1233698,650.5365,1
965.8203475,27.85448483,644.5408,1
1006.601546,-12.19468706,623.2988,1
1049.038596,-2.378931763,615.9325,1
990.2693153,-35.84789128,616.7033,1
883.6848118,-12.19255297,633.4913,1
836.4600568,-16.42637822,640.0011,1
856.1026836,-31.32164568,639.5729,1
810.0837305,-35.96144195,648.2237,1
751.8097722,-31.94338902,661.0716,1
697.3073678,-5.249805452,666.5533,1
575.1765732,-12.83080695,687.9666,1
559.0035037,-19.52110971,694.0481,1
633.7516664,-29.12310214,685.3971,1
646.9064026,-25.14737835,678.8019,1
781.1612918,-46.64236921,654.9047,1
944.9303898,-6.305663128,625.6967,1
882.8032794,-19.56264778,630.322,1
978.2785779,-13.78000119,607.7955,1
1115.46779,-27.04282921,579.7867,1
1235.096831,-55.00670761,565.3114,1
1145.895478,-56.53300181,581.4142,1
977.5515814,-44.33087617,603.0843,1
963.3573191,18.25424734,611.7355,1
832.0114139,-30.02049052,629.9795,1
821.7266172,-33.20428133,635.2044,1
879.583307,-32.51426103,627.7524,1
812.631529,-29.45617869,638.1167,1
786.7977324,-38.24287437,643.2561,1
709.1584876,-32.75945746,655.5041,1
735.356177,-52.80153323,657.9881,1
797.0207399,-42.94150149,654.3049,1
864.3363853,-101.8701716,648.5662,1
957.4657603,-56.4825607,625.1828,1
937.8584205,-51.36065522,618.1593,1
943.5721573,8.554076931,620.3007,1
930.6204673,40.64072504,619.0159,1
887.4698838,0.574783261,623.1271,1
878.9918546,12.37065656,625.8683,1
906.9979024,19.14127575,628.1809,1
840.2841771,2.633452166,638.2879,1
831.7772574,-7.697804393,644.0268,1
870.3406472,-37.39460396,641.8854,1
894.2337515,-54.66703929,641.2857,1
848.5200481,-61.78524195,651.9068,1
810.3577235,-30.48818413,659.8725,1
619.8005289,11.3558298,681.6284,1
421.6231977,-32.42449717,731.0505,1
623.0675185,-27.12499617,691.0502,1
696.659834,73.49024155,685.3971,1
611.5845297,89.2386862,707.0674,1
452.1027714,80.56029878,729.5088,1
399.942512,20.02364029,763.3415,1
-148.2308464,14.66293728,847.2819,2
-239.2842454,-4.792078176,870.0657,2
-212.344813,-3.639404996,874.3482,2
-215.8471373,-0.978346973,875.9755,2
-298.9574535,8.080980026,873.3205,2
-288.8382295,8.509255632,874.9477,2
-244.9391879,12.66495343,867.239,2
-201.092062,18.55144182,861.9284,2
-173.174735,19.1452945,858.588,2
-226.4869701,21.42805849,862.6993,2
-148.364784,-17.17667628,854.1338,2
-189.1504978,55.55790584,850.1083,2
-397.7564902,15.01294872,908.8663,2
-487.6439956,37.17973562,922.1428,2
-612.863941,44.01931355,944.8407,2
-614.7876694,5.272627574,944.5839,2
-572.6182992,2.28378296,933.449,2
-559.3245015,33.56247142,934.4769,2
-573.8748578,45.30222189,936.9609,2
-573.2364154,33.71674677,935.676,2
-574.2413947,39.56713019,937.8172,2
-559.7803425,21.8313635,936.0185,2
-514.4569795,17.76249586,932.5068,2
-325.7533358,30.31549718,902.1857,2
-242.8447814,81.12932986,885.5686,2
-249.9188879,41.41525567,880.9436,2
-236.3346633,87.97652654,881.3717,2
-328.2291406,80.4047725,902.0998,2
-331.8192084,46.92700217,900.3869,2
-297.7400259,56.91454319,903.3848,2
-302.2158598,65.3465963,899.7016,2
-431.6956091,98.75707627,927.1962,2
-549.9493308,72.37486926,956.7464,2
-567.3961508,75.32899254,964.7981,2
-392.7236429,-23.69149664,926.1683,2
-132.239588,37.91395837,870.1513,2
-276.3236809,24.9208914,883.1707,2
-287.3752913,-8.51283854,884.1983,2
-281.2214662,-11.24987215,885.1405,2
-253.6340942,13.84403487,889.5088,2
-279.0182409,2.918775294,889.2519,2
-304.2401901,-23.93299212,883.1706,2
-286.645515,-31.63114242,876.4895,2
-265.0941981,8.556192894,883.6843,2
-264.852869,-21.05665289,875.8043,2
-205.0863897,6.27385667,871.179,2
-189.8543518,20.4924633,868.6092,2
-148.5565272,5.128435291,860.3011,2
-217.5215303,20.98978198,873.0636,2
-256.2812292,32.1186587,881.3718,2
-244.289597,-12.78977849,880.9436,2
-208.6212015,14.09409419,880.0014,2
-180.7273462,13.91833392,873.1491,2
-165.8187838,38.11011596,877.6886,2
-199.3952294,50.54353889,876.7464,2
-214.9983311,62.86918043,879.1449,2
-166.2719531,56.85673002,874.1768,2
