date,HHA11AS001XQ01,HHA12AS001XQ01,HHA13AS001XQ01,HHA14AS001XQ01,HHA31AS001XQ01,HHA32AS001XQ01,HHA33AS001XQ01,HHA34AS001XQ01,HHA71AS001XQ01,HHA72AS001XQ01,HHA73AS001XQ01,HHA74AS001XQ01,HHA81AS001XQ01,HHA82AS001XQ01,HHA83AS001XQ01,HHA84AS001XQ01,HHA51AS001XQ01,HHA52AS001XQ01,HHA53AS001XQ01,HHA54AS001XQ01,HNA00AA001AXQ01,HNA00AA001BXQ01,HNA00AA002AXQ01,HNA00AA002BXQ01,YRHRPRS,YRHRTEMPT,RRHRPRS,RRHRTEMPT,LAF01CG101XQ01,LAF02CG101XQ01,LAF11CG101XQ01,LAF12CG101XQ01,LAF13CG101XQ01,LAF14CG101XQ01,LAF21CG101XQ01,LAF22CG101XQ01,LAF31CG101XQ01,LAF32CG101XQ01,LAF33CG101XQ01,LAF34CG101XQ01,LAB80CT101,LBC21CT101,LBC21CP101,LBC51CP101,LBC51CT101,MW,MWD2,MSP,MSPS,THRTEMP,A02P003G,A02P004G,PAB10CT101,PAB10CT102,PAB20CT101,PAB20CT102,NOM,LAE11CG101XQ01,LAE12CG101XQ01,LAE13CG101XQ01,LAE14CG101XQ01,LAE21CG101XQ01,LAE22CG101XQ01,LAE23CG101XQ01,LAE24CG101XQ01,BMOUT,FWFLOW,A09M210SHH,TOTALCOAL,TAF,O2,SELFP1,A017P005
2016/6/1 17:00,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,79.6,79.6,100,100,8.288003,596.8167,2.166516,589.4551,0.213675,0.091576,0.3479858,0.091576,0,0.5738708,0.457875,0.824176,0.091576,0.15873,0.6654454,1.64225,301.8984,423.5372,8.301479,2.61755,426.9654,780.7292,782.7303,26.41208,26.18347,602.3143,173106.7,7509.13,22.33084,22.29221,22.233,22.2587,6,27.69233,5.4639795,29.90234,7.985346,10.433458,9.10866,42.08181,27.82663,809.8041,1987.611,2891.207,309.294,2988.682,3.683333,0,146.0818
2016/6/1 17:10,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,64,64,100,100,8.11355,594.0884,2.3199,586.3809,0.213675,0.091576,0.3296709,0.091576,0,0.6593403,0.457875,0.824176,0.091576,0.15873,0.6593403,1.636145,299.8863,423.0808,8.082558,2.537553,425.424,758.0311,758.5411,25.3144,25.17801,599.3167,173118.5,7509.13,22.33342,22.28964,22.23557,22.2587,6,21.67889,0.641025,23.92552,2.41148,2.649575,4.993898,31.13554,15.427339,784.6451,1968.546,2878.274,313.9623,2903.804,3.854487,0,145.705
2016/6/1 17:20,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,64.5,64.5,100,100,8.11355,590.174,2.3199,588.6727,0.213675,0.091576,0.323566,0.091576,0,0.702076,0.457875,0.824176,0.091576,0.152625,0.641025,1.61783,299.0317,423.0871,7.97081,2.510991,422.895,748.9519,749.4066,24.85897,24.87283,598.6422,173130.4,7509.13,22.37203,22.33081,22.27674,22.30248,6,5.054939,0.6043956,6.2698344,2.41148,2.844935,2.59463,14.438334,0.09462804,777.7566,1953.726,2865.43,311.572,2862.971,3.885254,0,145.705
2016/6/1 17:30,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,75,75,100,100,8.11355,586.2038,2.3199,588.7469,0.213675,0.091576,0.335776,0.091576,0,0.6837607,0.457875,0.824176,0.091576,0.15873,0.641025,1.61783,297.742,421.3961,7.82792,2.4713,419.9478,735.4188,736.8129,24.51771,24.50783,596.2342,173142.2,7509.13,22.42615,22.38748,22.33854,22.36173,5.5,0.506716,0.702076,1.001221,2.41148,2.49695,13.705738,23.608051,1.41941428,763.0942,1916.064,2864.961,299.1075,2737.658,3.840065,0,146.1064
2016/6/1 17:40,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,75,75,100,100,8.11355,586.2235,2.3199,582.9877,0.213675,0.091576,0.335776,0.091576,0,0.6471301,0.457875,0.824176,0.091576,0.17094,0.641025,1.63004,295.837,419.5627,7.607167,2.394359,419.1017,713.1488,713.5229,23.75396,23.71124,593.5671,173154.1,7509.13,22.3746,22.33596,22.27931,22.29734,5,2.1337,1.8498176,3.0830275,4.072041,2.39927,34.96337,29.035414,0.03968278,737.763,1854.921,2877.311,287.6034,2642.983,3.694231,0,147.712
2016/6/1 17:50,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,66.2,66.2,100,100,8.11355,585.5502,2.3199,577.5098,0.213675,0.091576,0.335776,0.091576,0,0.6349201,0.457875,0.824176,0.091576,0.177045,0.641025,1.61783,294.9742,418.8336,7.507329,2.352834,418.6467,700.3009,700.8355,23.27533,23.34772,590.1979,173166,7509.13,22.37976,22.34112,22.28447,22.31021,5,1.456044,0.8363864,2.1550678,2.686205,2.344325,14.743605,34.31624,0.00305256,728.2162,1830.839,2874.47,276.3699,2622.018,3.758654,0.00625763,147.712
2016/6/1 18:00,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,63,63,100,100,8.11355,584.9551,2.3199,577.8696,0.213675,0.091576,0.3724054,0.091576,0,0.641025,0.457875,0.824176,0.091576,0.1465201,0.641025,1.623935,294.541,418.4128,7.433134,2.334207,417.255,694.4764,693.8037,23.30159,23.12003,593.1852,173177.9,7509.13,22.37202,22.33855,22.26644,22.3102,5,5.436509,4.4932766,6.8376046,6.562881,2.28938,39.98779,47.99756,4.39864866,716.8418,1782.434,2872.03,270.9635,2617.093,3.531729,0,147.712
2016/6/1 18:10,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,63,63,100,100,7.912544,577.4791,2.3199,576.6281,0.213675,0.091576,0.2442005,0.091576,0,0.6288152,0.457875,0.824176,0.091576,0.1465201,0.641025,1.61783,293.6212,413.9278,7.37909,2.323218,413.6176,687.196,686.3427,22.73016,22.87706,584.1755,173189.8,7509.13,22.36686,22.32052,22.26128,22.29992,5,0,0.6593403,0.7142855,2.41148,2.33822,9.304022,25.12209,0.714286,719.1095,1815.641,2856.749,279.1721,2588.524,4.091667,0,146.7085
2016/6/1 18:20,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,63,63,100,100,7.10852,579.7011,2.3199,573.2934,0.213675,0.091576,0.335776,0.091576,0,0.4639805,0.457875,0.824176,0.091576,0.152625,0.641025,1.623935,292.758,414.7589,7.292986,2.289022,413.151,679.0589,678.9124,22.80466,22.58008,588.0654,173201.6,7509.13,22.40038,22.36173,22.30249,22.33339,5,1.929178,0.641025,2.7838786,2.405375,2.551895,13.77289,35.57997,0.00610512,701.5878,1789.929,2887.542,275.812,2567.096,4.070193,0.04609278,144.3015
2016/6/1 18:30,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,63,63,100,100,7.10852,585.3402,2.3199,574.8726,0.213675,0.091576,0.335776,0.091576,0,0.3540903,0.457875,0.824176,0.091576,0.152625,0.641025,1.63004,293.6308,418.7615,7.400158,2.315278,415.1503,689.2515,687.98,23.03845,22.78889,595.3075,173213.4,7509.13,22.37718,22.34111,22.28188,22.31538,5.4,21.416352,3.7362617,37.655679,5.622704,5.317457,39.04152,37.301599,1.3980466,706.5191,1790.367,2885.631,284.6331,2623.946,3.439422,0.02838829,143.7
2016/6/1 18:40,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,81.4,80.2,92,92,7.10852,579.4828,2.3199,581.238,0.213675,0.091576,0.335776,0.091576,0,0.8119662,0.457875,0.824176,0.091576,0.152625,0.6349201,1.61783,293.2125,419.0565,7.277417,2.300929,414.5798,682.3993,681.8766,22.50552,22.74935,591.4137,173225.3,7509.13,22.37976,22.34111,22.27676,22.30249,5,0,0.5677656,1.92308,1.843715,3.36386,2.649575,1.50794,0.74786406,704.6972,1783.341,2766.689,300.2606,2570.484,3.920515,0,143.7
2016/6/1 18:50,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,100,100,80,80,7.10852,581.0515,2.3199,583.9899,0.213675,0.091576,0.335776,0.091576,0,0.8730168,0.457875,0.824176,0.091576,0.152625,0.6166054,1.61783,292.9953,418.7173,7.28749,2.299705,414.0602,684.3694,684.5221,22.49025,22.68753,592.0212,173237.1,7509.13,22.36428,22.3231,22.26386,22.29992,5,0.253358,0.573871,1.99634,1.75214,24.365079,2.796095,1.83761,14.255186,709.7597,1798.682,2792.511,311.4763,2636.428,3.133332,0,143.2992
2016/6/1 19:00,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,100,100,80,80,7.10852,587.9061,2.3199,585.5455,0.213675,0.091576,0.2869356,0.091576,0,0.885227,0.457875,0.824176,0.091576,0.152625,0.6105005,1.623935,293.7133,423.0108,7.336954,2.308864,418.1497,689.3373,688.3414,23.18073,22.90063,600.12,173249,7509.13,22.37202,22.33082,22.26902,22.30506,5,1.404152,0.6105011,2.857145,2.27717,63.24176,4.749695,3.461541,86.07447,706.2096,1775.314,2812.255,300.511,2680.107,2.93077,0,141.696
2016/6/1 19:10,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,100,100,84,84,7.10852,590.8652,2.3199,585.8225,0.213675,0.091576,0.2197801,0.091576,0,0.885227,0.457875,0.824176,0.091576,0.1221005,0.579976,1.61783,294.4777,423.366,7.458782,2.340315,421.1905,699.1873,698.3833,23.35472,23.09051,598.5897,173260.8,7509.13,22.37976,22.33854,22.28189,22.30765,5,0.973749,0.7814414,2.405375,2.332115,56.56899,8.83394,4.10867,93.79732,717.8437,1814.46,2800.741,309.8646,2732.53,3.223718,0,139.679
2016/6/1 19:20,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,99,99,91,91,7.10852,591.8124,2.3199,585.6089,0.213675,0.091576,0.274726,0.091576,0,0.921857,0.457875,0.824176,0.091576,0.1465201,0.579976,1.61783,294.3125,422.2923,7.393746,2.323522,422.8949,694.1338,694.2112,23.06046,23.09255,596.3235,173272.8,7509.13,22.37718,22.33857,22.26644,22.3102,5,0,0.579976,1.514045,2.124545,6.300364,3.22955,2.16728,79.43835,714.1745,1802.764,2801.077,302.4286,2732.313,3.421152,0,139.679
2016/6/1 19:30,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,591.7633,2.3199,586.237,0.213675,0.091576,0.2686209,0.091576,0,0.946277,0.457875,0.824176,0.091576,0.152625,0.579976,1.61783,293.7865,422.477,7.277418,2.295431,423.4571,683.8554,683.7128,22.82907,22.87947,596.0446,173284.6,7509.13,22.3875,22.35399,22.29218,22.3231,5,0.995116,0.6288154,2.24054,2.20391,7.216109,4.09646,4.896217,63.68131,697.1195,1755.425,2815.681,297.8507,2715.044,3.589103,0,137.8664
2016/6/1 19:40,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,592.9577,2.3199,590.5128,0.213675,0.091576,0.286936,0.091576,0,0.946277,0.457875,0.824176,0.091576,0.152625,0.579976,1.61783,292.5098,425.3267,7.099718,2.245054,424.5563,670.4935,669.0908,22.71797,22.42573,603.269,173296.5,7509.13,22.42613,22.3875,22.33339,22.35915,5,19.09646,12.423675,20.68376,13.901097,65.23202,22.49083,25.12209,96.45299,676.3831,1687.436,2870.591,288.7759,2649.599,3.593269,0,137.665
2016/6/1 19:50,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,592.2185,2.3199,591.8546,0.213675,0.091576,0.311356,0.091576,0.00305256,0.9523823,0.457875,0.824176,0.091576,0.1465201,0.579976,1.61783,291.0474,425.1893,6.958656,2.198338,425.1459,656.3605,656.4101,22.2094,21.87201,599.956,173308.4,7509.13,22.37718,22.34371,22.27673,22.32051,5,55.17093,44.56654,57.24053,45.20146,66.84371,39.01101,36.26986,98.57752,654.0852,1599.803,2920.235,278.7712,2566.966,4.077565,0,137.665
2016/6/1 20:00,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,590.6007,2.3199,590.9654,0.213675,0.091576,0.335776,0.091576,0.00305256,0.9951194,0.457875,0.824176,0.091576,0.1465201,0.579976,1.61783,291.2024,424.757,7.007204,2.20994,423.7922,660.0436,659.9082,21.90415,22.013,598.4572,173320.2,7509.13,22.38492,22.35143,22.28962,22.32051,5,53.55312,42.12457,54.74969,42.69232,4.078142,7.45421,9.236881,91.89255,665.2099,1652.087,2896.914,284.4879,2592.036,4.201282,0,137.665
2016/6/1 20:10,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,589.2718,2.3199,589.6886,0.213675,0.091576,0.335776,0.091576,0.00915768,1.00733,0.457875,0.824176,0.091576,0.1343103,0.579976,1.61783,290.7475,424.9373,6.942169,2.190704,422.7262,654.3049,653.968,21.6105,21.8357,598.4997,173332.1,7509.13,22.41326,22.3746,22.31795,22.34369,5,19.890122,7.9303922,21.672774,9.578754,7.808294,4.017095,3.308915,82.5397,657.8352,1669.568,2872.229,285.1509,2575.401,4.11282,0,137.665
2016/6/1 20:20,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,590.5183,2.3199,590.5189,0.213675,0.091576,0.335776,0.091576,0,1.00733,0.457875,0.824176,0.091576,0.152625,0.5860809,1.623935,290.5873,427.71,6.901869,2.180324,423.1298,650.879,651.2013,21.70512,21.78233,603.187,173344,7509.13,22.41326,22.3746,22.32052,22.34627,5,1.202687,0.8241768,2.783885,28.034213,27.85105,4.6337,17.118432,97.72896,653.7566,1657.518,2863.813,280.2571,2563.649,4.014744,0,137.665
2016/6/1 20:30,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,589.616,2.3199,589.561,0.213675,0.091576,0.335776,0.091576,0.00610512,1.019538,0.457875,0.824176,0.091576,0.1465201,0.5921858,1.63004,290.4055,426.522,6.933014,2.180936,422.7262,653.7056,655.5357,21.42673,21.68984,599.4424,173355.7,7509.13,22.40294,22.3669,22.30764,22.34111,5,0.500611,0.518926,2.13065,30.31747,22.15506,2.991455,22.43588,89.96948,662.1376,1692.127,2856.244,291.5082,2568.717,4.142951,0,137.665
2016/6/1 20:40,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,589.1193,2.3199,589.0821,0.213675,0.091576,0.335776,0.091576,0.00305256,1.06837,0.457875,0.824176,0.091576,0.152625,0.579976,1.623935,291.106,425.4415,6.968732,2.199865,422.2072,656.3605,657.1808,21.50611,22.01545,596.8967,173367.6,7509.13,22.36428,22.32567,22.26128,22.29992,5,0,0.531136,1.69109,30.39073,3.076925,2.94872,2.820515,48.62026,673.9875,1687.902,2823.095,284.5226,2609.211,4.209615,0,137.665
2016/6/1 20:50,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,588.9415,2.3199,588.2788,0.213675,0.091576,0.293041,0.091576,0.00305256,1.056162,0.457875,0.824176,0.091576,0.1465201,0.579976,1.623935,290.3629,423.7349,6.905532,2.179713,421.9145,650.0224,649.8414,21.50246,21.76798,596.2773,173379.4,7509.13,22.38748,22.34885,22.28446,22.3231,5,0,0.579976,1.514045,30.3724,2.60684,2.82662,2.3138,7.4053736,665.4267,1681.116,2832.387,282.3143,2565.148,3.993911,0,137.665
2016/6/1 21:00,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,588.3373,2.3199,587.6347,0.213675,0.091576,0.2686209,0.091576,0.00610512,1.062266,0.457875,0.824176,0.091576,0.152625,0.5921858,1.61783,291.3252,423.4162,7.170249,2.240474,421.0075,671.864,674.5401,21.71795,22.05696,595.3349,173391.3,7509.13,22.42099,22.38234,22.32052,22.35143,5,0,0.579976,1.34921,30.40907,2.42369,2.747255,2.16728,13.192908,701.193,1794.365,2786.105,316.1661,2667.917,3.975319,0,137.665
2016/6/1 21:10,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.10852,588.653,2.3199,589.2954,0.213675,0.091576,0.2686208,0.091576,0,1.06837,0.457875,0.824176,0.091576,0.152625,0.579976,1.623935,295.3641,418.7906,7.613581,2.387641,420.069,710.8363,711.1194,23.07266,23.488,587.415,173403.1,7509.13,22.40295,22.36689,22.30765,22.33596,5,0,0.579976,1.19048,12.05128,2.832725,2.71673,3.473747,0.854701,740.841,1871.291,2742.945,331.8229,2837.079,3.558013,0.025640997,137.665
2016/6/1 21:20,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,7.208565,595.186,2.3199,593.3886,0.213675,0.091576,0.3479857,1.3247869,0,1.086688,0.457875,0.824176,0.091576,0.152625,0.579976,1.63004,297.5235,420.5449,7.988214,2.488091,423.3187,746.2109,746.9974,24.06411,24.2855,595.8561,173415,7509.13,22.3978,22.36173,22.29734,22.33081,5.1,0,0.6288154,1.068374,12.31378,5.097684,9.749692,20.488416,14.432219,783.7955,1998.324,2735.402,354.9862,2923.594,3.46346,0.00961538,137.665
2016/6/1 21:30,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,81,81,100,100,8.10897,600.7968,2.3199,597.2281,0.213675,0.091576,5.6043888,4.0476194,6.056156,1.2148979,0.457875,0.824176,0.091576,0.1465201,1.605618,1.636145,301.8294,419.9137,8.407729,2.638313,427.1955,786.4681,779.442,26.02382,25.54177,595.8068,173426.8,7509.13,22.42099,22.38235,22.32053,22.34883,6,43.052504,31.0683828,44.652025,41.78266,38.327219,40.982896,47.069599,47.203908,788.8469,1924.436,2814.703,321.9651,3033.51,2.270833,0.00549449,137.665
2016/6/1 21:40,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,63,63,100,100,8.10897,598.0275,2.3199,595.3704,0.213675,0.091576,2.997555,2.1733821,6.1294193,1.38584,0.457875,0.824176,0.091576,0.1282054,0.6532352,1.623935,302.9257,419.4723,8.601919,2.694796,428.8237,802.3995,800.0095,26.70636,26.24575,593.6678,173438.8,7509.13,22.42616,22.39523,22.33339,22.36687,6,33.098282,37.6617887,43.35775,48.34554,21.825382,14.474978,27.374852,29.3040163,812.9101,2075.749,2906.526,319.4362,3100.153,3.403846,0,137.665
2016/6/1 21:50,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,78,78,100,100,8.10897,586.2407,2.3199,592.4029,0.213675,0.091576,0.6959709,0.091576,0,1.43468,0.457875,0.8363862,0.091576,0.1404152,0.641025,1.64225,302.2367,415.7825,8.445285,2.675866,421.2459,790.7506,790.3155,26.1392,26.27299,589.4928,173450.6,7509.13,22.45448,22.4184,22.354,22.37976,6,0,1.50794,17.05126,12.22219,2.41148,3.62027,6.666664,1.3919414,805.6823,2074.589,2848.574,325.2844,3046.675,4.013461,0.000457877,137.665
2016/6/1 22:00,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,8.10897,585.3349,2.3199,591.1562,0.213675,0.091576,0.3907201,0.091576,0,1.32479,0.457875,0.8424913,0.091576,0.1404152,0.641025,1.63004,301.486,417.4244,8.39399,2.654799,417.9724,787.4101,785.6421,26.00854,26.01575,594.2644,173462.4,7509.13,22.44675,22.41069,22.35915,22.38234,6,0,1.709405,17.15503,12.2405,2.41148,3.63248,39.93894,2.16422426,799.3645,2056.018,2859.383,326.5502,3015.647,3.594551,0,138.6655
2016/6/1 22:10,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,90,90,100,100,8.10897,586.8323,2.3199,587.0635,0.213675,0.091576,0.3968252,0.091576,0,1.25153,0.457875,0.8302811,0.091576,0.1343103,0.641025,1.63004,300.0285,418.4317,8.209882,2.58885,418.5664,769.5086,769.3802,25.57509,25.42972,596.3427,173474.2,7509.13,22.44418,22.41067,22.35141,22.37977,5.7,3.141026,3.11966,22.99755,13.60805,2.405375,18.797317,27.454208,10.351033,780.4484,2002.562,2875.023,326.8281,2918.022,3.616986,0,140.2669
2016/6/1 22:20,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,84.4,84.4,100,100,8.10897,594.0105,2.3199,586.2765,0.213675,0.091576,0.42735,0.091576,2.0879146,1.1660584,0.457875,0.8302811,0.091576,0.1465201,0.641025,1.636145,300.8707,421.521,8.274002,2.59801,422.5538,773.3632,772.0333,26.01586,25.57982,598.7049,173486.1,7509.13,22.37459,22.34371,22.27158,22.31021,5,19.890119,9.206347,57.97925,19.76798,2.36264,65.989,60.89132,50.52503,775.5281,1930.649,2896.273,306.094,2912.911,3.503524,0,143.0718
2016/6/1 22:30,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,8.10897,595.2522,2.3199,581.8479,0.213675,0.091576,0.4517701,0.091576,0.20451786,0.7570212,0.457875,0.824176,0.091576,0.1404152,0.641025,1.63004,300.0947,418.482,8.150342,2.557399,424.3684,759.8297,758.5829,25.63615,25.13872,594.8407,173498,7509.13,22.43388,22.40038,22.34368,22.36947,5,53.26618,25.982922,92.6801,36.4774,8.327218,53.06471,67.91208,14.2429773,755.8052,1885.009,2971.237,286.4092,2885.571,3.570511,0.00518923,143.673
2016/6/1 22:40,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,8.10897,589.3754,2.3199,579.2074,0.213675,0.091576,0.409035,0.091576,0,0.8424914,0.457875,0.8302811,0.091576,0.0976809,0.641025,1.61783,299.4612,416.6553,8.127442,2.54824,421.9808,755.2903,755.5855,24.83942,25.05189,588.0516,173510,7509.13,22.41326,22.3746,22.31538,22.34111,5,39.157518,13.339435,77.70452,24.08425,2.27717,27.179489,47.84492,0.6837604,760.0151,1937.178,2927.231,296.3612,2865.639,4.191667,0,143.673
2016/6/1 22:50,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,8.10897,586.4333,2.3199,577.8446,0.213675,0.091576,0.3418805,0.091576,0,0.891332,0.457875,0.824176,0.091576,0.1159956,0.641025,1.623935,298.1099,416.439,7.934171,2.49359,418.4935,739.3587,741.3643,24.13614,24.61064,590.5394,173521.8,7509.13,22.37202,22.33855,22.27674,22.31021,5,0.253358,1.65446,34.23077,12.21002,2.25275,23.308903,33.35166,0.5372408,743.9935,1938.674,2896.912,302.0274,2827.219,3.856411,0.00228936,143.673
2016/6/1 23:00,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,7.83196,587.6824,2.23062,578.906,0.20757,0.091576,0.280831,0.091576,0,0.9829088,0.457875,0.8302811,0.091576,0.1404152,0.6227103,1.61783,298.5172,418.4934,8.048666,2.517099,418.349,749.1232,750.297,24.35652,24.66191,592.7807,173533.6,7509.13,22.39008,22.35142,22.29218,22.33082,5,2.347376,1.73993,36.00121,12.31379,2.49695,41.0806,45.08546,0.5921857,759.7775,1973.477,2878.781,310.3216,2849.175,3.77372,0,145.211
2016/6/1 23:10,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,7.83196,589.5806,2.23062,582.6201,0.201465,0.091576,0.280831,0.091576,0.08852314,0.9706982,0.457875,0.8302811,0.091576,0.1404152,0.641025,1.623935,299.3102,418.327,8.08439,2.536943,419.7178,753.0632,753.424,25.26371,24.96753,594.1213,173545.5,7509.13,22.40039,22.3643,22.30764,22.34112,5,12.063481,1.7033,44.95728,12.29546,2.35043,56.99634,57.91207,0.9645931,751.7321,1917.671,2890.358,298.916,2850.669,3.853205,0,144.208
2016/6/1 23:20,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,7.83196,587.6165,2.23062,582.2082,0.213675,0.091576,0.329671,0.091576,0.02136792,0.946277,0.457875,0.824176,0.091576,0.152625,0.641025,1.623935,299.045,415.4313,8.103626,2.539386,419.0236,754.1767,753.8971,25.13677,24.92286,590.4933,173557.4,7509.13,22.39524,22.36428,22.29992,22.33083,5,20.32355,2.02076,53.13187,12.8266,2.283275,54.11477,59.32842,1.5018318,757.9459,1934.824,2900.286,305.6201,2837.479,3.865064,0.00228936,141.202
2016/6/1 23:30,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,7.83196,590.5581,2.23062,585.5864,0.201465,0.091576,0.335776,0.091576,0.00305256,0.8608066,0.457875,0.824176,0.091576,0.1404152,0.6166054,1.623935,299.5087,419.0924,8.160418,2.557095,420.2745,762.9134,760.7226,25.49998,25.04701,597.6858,173569.1,7509.13,22.36687,22.32566,22.26901,22.2922,5,44.60318,20.537234,78.60807,31.42246,2.24054,67.49084,57.02687,32.698418,750.6414,1913.393,2926.711,307.5478,2848.185,3.448077,0,139.3993
2016/6/1 23:40,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,7.83196,589.7322,2.23062,586.1407,0.19536,0.091576,0.335776,0.091576,0,0.799756,0.457875,0.8302811,0.091576,0.1282054,0.6227103,1.623935,300.7967,417.8645,8.358267,2.617855,420.5428,779.4446,779.3187,25.60988,25.575,592.9576,173580.9,7509.13,22.39779,22.36688,22.30249,22.33082,5,55.52503,24.10257,89.75582,34.88401,2.10623,51.10501,57.00853,24.987789,776.2995,1974.563,2927.871,313.5431,2904.722,3.730769,0,139.199
2016/6/1 23:50,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,7.83196,590.0358,2.23062,588.033,0.19536,0.091576,0.335776,0.091576,0.2075706,0.8730168,0.457875,0.8302811,0.091576,0.1159956,0.6105005,1.636145,301.7878,418.0029,8.515816,2.669454,420.6576,794.6906,794.1213,25.93772,26.06034,593.2646,173592.5,7509.13,22.39782,22.3643,22.29991,22.33854,5,44.3712,8.4920666,78.66912,20.34188,2.05739,50.20145,56.9902,1.8131868,791.2282,2035.351,2903.388,322.5462,2952.723,3.886539,0,139.199
2016/6/2 0:00,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,8.33448,589.4972,2.23062,590.2575,0.213675,0.091576,0.360196,0.091576,0.11294316,1.0805881,0.457875,0.8424913,0.091576,0.1221005,0.6043956,1.64225,303.798,417.4449,8.837324,2.769296,419.929,823.1277,823.9473,26.59461,26.87797,592.2023,173604.1,7509.13,22.40552,22.36431,22.31021,22.33597,5,13.562273,0.720391,47.28937,12.2405,2.05739,41.14166,54.14528,1.0256413,827.041,2167.425,2840.902,339.8,3045.301,3.776283,0.00137362,139.199
2016/6/2 0:10,85,85,85,85,85,85,85,85,65,65,65,65,65,65,65,65,85,85,85,85,60,60,100,100,8.837,590.2632,2.23062,593.6869,0.213675,0.091576,0.335776,0.091576,0.02442048,1.245425,0.457875,0.8363862,0.091576,0.1282054,0.5860809,1.636145,305.4681,417.8169,9.050744,2.844102,420.0414,844.7978,844.1476,27.37425,27.55649,593.9363,173615.9,7509.13,22.43902,22.40295,22.34368,22.37203,5,0,0.702076,34.09039,12.25272,1.990235,35.73262,47.55189,0.1953607,846.2787,2220.43,2786.999,342.4052,3055.06,3.494871,0,139.199
